Customer_ID,Asset_Objective_ID,Total
107,1," $ 564,260.42 "
108,1," $ 1,769,774.76 "
109,1," $ 289,207.85 "
110,1," $ 817,909.09 "
111,1," $ 2,409,081.79 "
112,1," $ 1,055,502.63 "
113,1," $ 1,682,966.48 "
114,1," $ 246,743.33 "
115,1," $ 2,413,483.49 "
116,1," $ 894,011.79 "
117,1," $ 3,455,827.69 "
118,1," $ 1,762,662.10 "
119,1," $ 417,038.54 "
120,1," $ 307,653.22 "
121,1," $ 3,002,687.69 "
122,1," $ 652,041.94 "
123,1," $ 82,535.86 "
124,1," $ 2,810,770.56 "
125,1," $ 662,311.73 "
126,1," $ 1,134,000.69 "
127,1," $ 67,700.26 "
128,1," $ 911,294.07 "
129,1," $ 694,911.46 "
130,1," $ 292,995.66 "
131,1," $ 711,797.94 "
132,1," $ 1,253,835.90 "
133,1," $ 1,815,248.70 "
134,1," $ 154,409.63 "
135,1," $ 1,596,639.82 "
136,1," $ 1,568,221.32 "
137,1," $ 47,415.51 "
138,1," $ 1,380,499.95 "
139,1," $ 853,646.14 "
140,1," $ 27,371.76 "
141,1," $ 2,118,312.02 "
142,1," $ 691,665.83 "
143,1," $ 477,362.70 "
144,1," $ 1,174,287.13 "
145,1," $ 860,293.20 "
146,1," $ 82,490.10 "
147,1," $ 1,693,691.00 "
148,1," $ 130,529.88 "
149,1," $ 226,231.62 "
150,1," $ 684,636.58 "
151,1," $ 1,079,667.58 "
152,1," $ 9,045.50 "
153,1," $ 1,617,913.19 "
154,1," $ 907,818.91 "
155,1," $ 1,491,296.98 "
156,1," $ 494,891.28 "
157,1," $ 2,803,086.37 "
158,1," $ 460,202.37 "
159,1," $ 988,467.29 "
160,1," $ 3,262,471.06 "
161,1," $ 147,971.87 "
162,1," $ 138,970.54 "
163,1," $ 1,249,734.41 "
164,1," $ 2,570,479.14 "
165,1," $ 1,586,243.26 "
166,1," $ 369,314.82 "
167,1," $ 222,826.34 "
168,1," $ 1,031,792.11 "
169,1," $ 992,488.97 "
170,1," $ 1,873,561.66 "
171,1," $ 1,666,211.04 "
172,1," $ 474,241.04 "
173,1," $ 467,981.78 "
174,1," $ 1,141,078.43 "
175,1," $ 1,652,232.63 "
176,1," $ 301,785.37 "
177,1," $ 1,485,485.16 "
178,1," $ 323,676.29 "
179,1," $ 837,804.34 "
180,1," $ 402,934.02 "
181,1," $ 998,782.10 "
182,1," $ 451,401.35 "
183,1," $ 1,015,226.53 "
184,1," $ 444,020.41 "
185,1," $ 506,050.27 "
186,1," $ 722,397.73 "
187,1," $ 1,543,194.18 "
188,1," $ 2,039,383.01 "
189,1," $ 703,642.68 "
190,1," $ 694,202.50 "
191,1," $ 877,731.92 "
192,1," $ 1,092,736.94 "
193,1," $ 890,957.39 "
194,1," $ 187,856.88 "
195,1," $ 507,110.29 "
196,1," $ 2,428,372.44 "
197,1," $ 1,746,140.70 "
198,1," $ 1,962,180.73 "
199,1," $ 1,003,370.78 "
200,1," $ 1,666,631.62 "
201,1," $ 345,460.66 "
202,1," $ 3,020,982.31 "
203,1," $ 3,630,149.45 "
204,1," $ 2,862,841.36 "
205,1," $ 2,355,806.04 "
206,1," $ 2,290,695.64 "
207,1," $ 776,172.01 "
208,1," $ 657,335.64 "
209,1," $ 1,225,984.97 "
210,1," $ 3,574,024.27 "
211,1," $ 2,447,120.21 "
212,1," $ 1,168,700.08 "
213,1," $ 3,334,874.03 "
214,1," $ 2,760,277.85 "
215,1," $ 1,448,514.91 "
216,1," $ 1,388,216.04 "
217,1," $ 1,757,983.59 "
218,1," $ 531,050.21 "
219,1," $ 165,813.23 "
220,1," $ 1,292,112.24 "
221,1," $ 2,062,655.21 "
222,1," $ 118,347.28 "
223,1," $ 484,152.76 "
224,1," $ 332,103.66 "
225,1," $ 1,327,174.06 "
226,1," $ 1,663,466.31 "
227,1," $ 726,486.07 "
228,1," $ 1,157,640.68 "
229,1," $ 627,391.75 "
230,1," $ 296,193.92 "
231,1," $ 1,846,625.04 "
232,1," $ 980,373.89 "
233,1," $ 2,640,572.44 "
234,1," $ 3,207,435.38 "
235,1," $ 2,387,085.67 "
236,1," $ 3,555,946.74 "
237,1," $ 3,057,297.61 "
238,1," $ 3,336,276.15 "
239,1," $ 1,978,127.42 "
240,1," $ 498,742.36 "
241,1," $ 2,606,643.09 "
242,1," $ 624,435.18 "
243,1," $ 2,793,560.42 "
244,1," $ 415,785.80 "
245,1," $ 1,098,197.01 "
246,1," $ 1,762,147.05 "
247,1," $ 998,307.84 "
248,1," $ 1,730,600.35 "
249,1," $ 1,531,816.98 "
250,1," $ 587,084.16 "
251,1," $ 546,284.04 "
252,1," $ 1,613,609.71 "
253,1," $ 1,603,549.21 "
254,1," $ 449,491.74 "
255,1," $ 1,183,026.87 "
256,1," $ 1,572,312.83 "
257,1," $ 1,071,884.36 "
258,1," $ 1,491,741.39 "
259,1," $ 2,249,572.17 "
260,1," $ 1,824,678.84 "
261,1," $ 5,645.22 "
262,1," $ 563,576.33 "
263,1," $ 966,451.82 "
264,1," $ 989,073.28 "
265,1," $ 621,089.87 "
266,1," $ 1,026,780.87 "
267,1," $ 242,882.85 "
268,1," $ 157,813.76 "
269,1," $ 1,589,584.34 "
270,1," $ 297,081.35 "
271,1," $ 322,091.87 "
272,1," $ 2,009,200.28 "
273,1," $ 1,934,587.75 "
274,1," $ 1,247,149.49 "
275,1," $ 1,404,442.42 "
276,1," $ 1,643,790.72 "
277,1," $ 3,578,616.29 "
278,1," $ 119,875.77 "
279,1," $ 3,178,213.83 "
280,1," $ 2,128,784.86 "
281,1," $ 2,686,542.77 "
282,1," $ 1,007,931.97 "
283,1," $ 3,587,500.05 "
284,1," $ 1,587,428.86 "
285,1," $ 405,881.01 "
286,1," $ 301,973.26 "
287,1," $ 629,776.18 "
288,1," $ 591,183.59 "
289,1," $ 1,272,440.62 "
290,1," $ 1,715,340.81 "
291,1," $ 722,531.06 "
292,1," $ 63,458.80 "
293,1," $ 1,168,734.15 "
294,1," $ 2,003,808.52 "
295,1," $ 1,949,147.87 "
296,1," $ 64,703.56 "
297,1," $ 2,234,146.14 "
298,1," $ 642,688.30 "
299,1," $ 1,842,872.93 "
300,1," $ 1,466,071.03 "
301,1," $ 1,465,903.48 "
302,1," $ 768,091.27 "
303,1," $ 1,789,329.67 "
304,1," $ 245,089.73 "
305,1," $ 2,333,899.39 "
306,1," $ 3,107,156.21 "
307,1," $ 2,763,879.96 "
308,1," $ 1,868,646.62 "
309,1," $ 1,808,687.46 "
310,1," $ 554,029.94 "
311,1," $ 1,423,326.15 "
312,1," $ 1,973,595.31 "
313,1," $ 689,395.08 "
314,1," $ 44,874.46 "
315,1," $ 3,406,304.68 "
316,1," $ 3,609,021.31 "
317,1," $ 3,063,294.94 "
318,1," $ 407,695.39 "
319,1," $ 2,372,340.98 "
320,1," $ 615,202.02 "
321,1," $ 2,098,461.83 "
322,1," $ 340,599.58 "
323,1," $ 918,626.84 "
324,1," $ 844,859.06 "
325,1," $ 355,594.93 "
326,1," $ 1,458,994.31 "
327,1," $ 2,204,149.96 "
328,1," $ 785,363.49 "
329,1," $ 913,623.78 "
330,1," $ 326,462.32 "
331,1," $ 380,461.16 "
332,1," $ 558,881.23 "
333,1," $ 980,098.91 "
334,1," $ 590,880.06 "
335,1," $ 789,064.85 "
336,1," $ 614,370.85 "
337,1," $ 117,113.78 "
338,1," $ 850,024.14 "
339,1," $ 676,386.46 "
340,1," $ 2,040,120.58 "
341,1," $ 990,515.21 "
342,1," $ 1,067,332.97 "
343,1," $ 421,436.70 "
344,1," $ 1,524,631.26 "
345,1," $ 377,552.95 "
346,1," $ 275,330.76 "
347,1," $ 978,507.13 "
348,1," $ 3,674,723.64 "
349,1," $ 1,129,245.44 "
350,1," $ 2,620,430.59 "
351,1," $ 98,287.30 "
352,1," $ 1,753,167.69 "
353,1," $ 1,297,904.71 "
354,1," $ 1,207,104.60 "
355,1," $ 2,538,662.57 "
356,1," $ 2,968,580.16 "
357,1," $ 2,653,734.47 "
358,1," $ 2,748,097.87 "
359,1," $ 311,548.85 "
360,1," $ 1,840,397.52 "
361,1," $ 707,327.71 "
362,1," $ 2,523,430.54 "
363,1," $ 356,134.90 "
364,1," $ 859,608.05 "
365,1," $ 669,231.76 "
366,1," $ 995,304.86 "
367,1," $ 639,712.63 "
368,1," $ 1,769,073.32 "
369,1," $ 278,091.63 "
370,1," $ 981,996.81 "
371,1," $ 1,613,894.88 "
372,1," $ 1,243,753.43 "
373,1," $ 425,110.30 "
374,1," $ 372,774.85 "
375,1," $ 1,492,853.36 "
376,1," $ 67,053.36 "
377,1," $ 108,917.95 "
378,1," $ 993,385.54 "
379,1," $ 1,785,255.51 "
380,1," $ 1,106,353.87 "
381,1," $ 142,265.01 "
382,1," $ 2,098,151.64 "
383,1," $ 1,731,622.70 "
384,1," $ 29,130.57 "
385,1," $ 160,216.74 "
386,1," $ 337,222.33 "
387,1," $ 1,034,850.09 "
388,1," $ 67,214.16 "
389,1," $ 3,333,388.41 "
390,1," $ 3,381,739.55 "
391,1," $ 1,452,464.21 "
392,1," $ 1,872,220.80 "
393,1," $ 2,022,932.62 "
394,1," $ 605,666.32 "
395,1," $ 900,113.76 "
396,1," $ 757,229.30 "
397,1," $ 855,577.63 "
398,1," $ 4,250.06 "
399,1," $ 1,021,816.64 "
400,1," $ 2,422,930.85 "
401,1," $ 1,106,677.54 "
402,1," $ 1,461,588.54 "
403,1," $ 551,312.24 "
404,1," $ 1,135,979.58 "
405,1," $ 1,167,131.89 "
406,1," $ 1,552,653.77 "
407,1," $ 890,187.38 "
408,1," $ 716,027.31 "
409,1," $ 381,302.48 "
410,1," $ 197,716.71 "
411,1," $ 807,303.18 "
412,1," $ 1,531,375.56 "
413,1," $ 180,019.32 "
414,1," $ 1,526,187.12 "
415,1," $ 1,600,773.66 "
416,1," $ 33,316.19 "
417,1," $ 1,006,303.33 "
418,1," $ 874,550.85 "
419,1," $ 2,206,663.43 "
420,1," $ 1,738,673.91 "
421,1," $ 2,373,656.06 "
422,1," $ 892,487.93 "
423,1," $ 156,109.57 "
424,1," $ 1,563,518.11 "
425,1," $ 1,368,013.09 "
426,1," $ 1,048,011.74 "
427,1," $ 1,559,946.59 "
428,1," $ 1,214,586.92 "
429,1," $ 474,708.12 "
430,1," $ 1,129,363.75 "
431,1," $ 627,980.37 "
432,1," $ 3,567,559.51 "
433,1," $ 3,005,776.80 "
434,1," $ 899,138.17 "
435,1," $ 3,257,113.02 "
436,1," $ 612,509.35 "
437,1," $ 2,074,374.81 "
438,1," $ 1,509,369.08 "
439,1," $ 761,106.03 "
440,1," $ 507,934.63 "
441,1," $ 1,161,844.44 "
442,1," $ 301,891.95 "
443,1," $ 873,928.43 "
444,1," $ 940,177.26 "
445,1," $ 1,748,010.14 "
446,1," $ 1,077,260.18 "
447,1," $ 523,389.57 "
448,1," $ 1,459,950.59 "
449,1," $ 1,160,915.60 "
450,1," $ 724,628.74 "
451,1," $ 574,808.62 "
452,1," $ 141,587.60 "
453,1," $ 363,646.92 "
454,1," $ 1,598,051.33 "
455,1," $ 601,027.86 "
456,1," $ 46,504.54 "
457,1," $ 1,136,033.68 "
458,1," $ 2,085,917.65 "
459,1," $ 2,457,045.24 "
460,1," $ 2,207,756.77 "
461,1," $ 1,465,017.37 "
462,1," $ 1,059,483.36 "
463,1," $ 1,335,807.20 "
464,1," $ 197,979.35 "
465,1," $ 1,398,941.48 "
466,1," $ 3,386,218.12 "
467,1," $ 2,759,907.95 "
468,1," $ 391,060.43 "
469,1," $ 2,413,738.70 "
470,1," $ 2,555,219.72 "
471,1," $ 709,041.53 "
472,1," $ 1,608,067.84 "
473,1," $ 1,163,485.13 "
474,1," $ 767,478.07 "
475,1," $ 526,464.22 "
476,1," $ 1,472,607.30 "
477,1," $ 1,139,948.16 "
478,1," $ 2,088,185.55 "
479,1," $ 570,287.22 "
480,1," $ 391,049.07 "
481,1," $ 102,188.94 "
482,1," $ 2,036,629.67 "
483,1," $ 1,748,436.98 "
484,1," $ 760,005.38 "
485,1," $ 1,542,038.28 "
486,1," $ 1,866,713.72 "
487,1," $ 359,751.97 "
488,1," $ 30,452.70 "
489,1," $ 728,473.41 "
490,1," $ 1,818,503.62 "
491,1," $ 1,587,972.91 "
492,1," $ 1,133,013.26 "
493,1," $ 1,787,452.99 "
494,1," $ 1,052,532.00 "
495,1," $ 1,235,895.90 "
496,1," $ 153,349.00 "
497,1," $ 1,794,255.84 "
498,1," $ 1,469,988.00 "
499,1," $ 2,942,121.69 "
500,1," $ 2,827,872.40 "
501,1," $ 510,765.84 "
502,1," $ 3,433,947.38 "
503,1," $ 435,258.72 "
504,1," $ 3,165,678.55 "
505,1," $ 2,472,311.84 "
506,1," $ 1,526,501.81 "
507,1," $ 2,040,276.70 "
508,1," $ 19,890.37 "
509,1," $ 1,589,265.10 "
510,1," $ 2,461,748.89 "
511,1," $ 3,506,573.12 "
512,1," $ 185,316.39 "
513,1," $ 96,186.36 "
514,1," $ 92,583.30 "
515,1," $ 141,725.13 "
516,1," $ 1,824,585.80 "
517,1," $ 49,832.45 "
518,1," $ 781,591.93 "
519,1," $ 2,052,560.39 "
520,1," $ 1,522,434.20 "
521,1," $ 1,537,281.66 "
522,1," $ 1,354,563.23 "
523,1," $ 347,768.55 "
524,1," $ 1,195,109.32 "
525,1," $ 1,844,920.40 "
526,1," $ 1,935,085.90 "
527,1," $ 932,839.65 "
528,1," $ 1,526,243.10 "
529,1," $ 1,535,514.79 "
530,1," $ 1,987,128.94 "
531,1," $ 516,358.91 "
532,1," $ 1,182,228.84 "
533,1," $ 448,993.90 "
534,1," $ 1,569,117.65 "
535,1," $ 774,501.39 "
536,1," $ 2,231,299.28 "
537,1," $ 713,811.70 "
538,1," $ 115,830.00 "
539,1," $ 37,290.99 "
540,1," $ 2,518,012.97 "
541,1," $ 1,148,634.86 "
542,1," $ 1,083,462.43 "
543,1," $ 2,639,485.37 "
544,1," $ 2,651,396.90 "
545,1," $ 315,090.05 "
546,1," $ 1,697,229.33 "
547,1," $ 2,381,293.51 "
548,1," $ 939,054.36 "
549,1," $ 2,262,494.52 "
550,1," $ 881,445.05 "
551,1," $ 321,351.76 "
552,1," $ 1,000,399.80 "
553,1," $ 655,903.50 "
554,1," $ 402,354.01 "
555,1," $ 413,179.79 "
556,1," $ 386,083.36 "
557,1," $ 424,807.97 "
558,1," $ 1,081,553.99 "
559,1," $ 489,860.84 "
560,1," $ 1,015,826.45 "
561,1," $ 1,288,591.41 "
562,1," $ 1,842,341.72 "
563,1," $ 907,479.98 "
564,1," $ 174,285.80 "
565,1," $ 93,196.40 "
566,1," $ 986,236.89 "
567,1," $ 1,073,380.28 "
568,1," $ 936,988.52 "
569,1," $ 713,488.59 "
570,1," $ 2,240,937.25 "
571,1," $ 1,137,120.82 "
572,1," $ 1,240,283.37 "
573,1," $ 1,531,691.37 "
574,1," $ 1,607,192.18 "
575,1," $ 1,519,600.68 "
576,1," $ 1,497,405.52 "
577,1," $ 1,958,860.55 "
578,1," $ 347,383.67 "
579,1," $ 2,952,635.59 "
580,1," $ 1,757,115.36 "
581,1," $ 1,853,971.14 "
582,1," $ 2,447,687.92 "
583,1," $ 1,105,296.19 "
584,1," $ 1,401,292.34 "
585,1," $ 3,682,144.63 "
586,1," $ 1,344,267.85 "
587,1," $ 1,910,091.21 "
588,1," $ 856,739.62 "
589,1," $ 1,812,524.81 "
590,1," $ 1,780,403.98 "
591,1," $ 59,322.43 "
592,1," $ 920,379.30 "
593,1," $ 1,716,822.06 "
594,1," $ 410,803.29 "
595,1," $ 471,643.02 "
596,1," $ 517,989.16 "
597,1," $ 1,785,737.99 "
598,1," $ 1,216,953.92 "
599,1," $ 85,228.23 "
600,1," $ 426,931.07 "
601,1," $ 179,114.42 "
602,1," $ 1,636,876.24 "
603,1," $ 2,046,083.73 "
604,1," $ 554,910.47 "
605,1," $ 839,931.87 "
606,1," $ 2,029,058.69 "
607,1," $ 1,351,719.25 "
608,1," $ 1,824,611.44 "
609,1," $ 600,564.56 "
610,1," $ 692,495.73 "
611,1," $ 3,366,438.94 "
612,1," $ 2,888,485.52 "
613,1," $ 354,316.81 "
614,1," $ 2,056,005.74 "
615,1," $ 1,051,840.11 "
616,1," $ 2,719,427.57 "
617,1," $ 3,651,615.68 "
618,1," $ 3,057,747.64 "
619,1," $ 2,215,926.65 "
620,1," $ 2,044,888.25 "
621,1," $ 2,699,644.90 "
622,1," $ 894,687.98 "
623,1," $ 812,447.38 "
624,1," $ 305,570.20 "
625,1," $ 114,060.34 "
626,1," $ 2,376,024.02 "
627,1," $ 559,627.91 "
628,1," $ 1,712,284.52 "
629,1," $ 1,678,371.55 "
630,1," $ 228,824.29 "
631,1," $ 317,671.85 "
632,1," $ 991,448.64 "
633,1," $ 455,875.43 "
634,1," $ 966,974.30 "
635,1," $ 1,799,476.61 "
636,1," $ 2,003,180.87 "
637,1," $ 2,360,532.72 "
638,1," $ 1,273,373.48 "
639,1," $ 2,451,937.49 "
640,1," $ 2,738,671.60 "
641,1," $ 101,852.15 "
642,1," $ 2,730,978.81 "
643,1," $ 1,789,594.93 "
644,1," $ 1,386,027.86 "
645,1," $ 3,659,282.64 "
646,1," $ 1,521,737.88 "
647,1," $ 1,371,305.52 "
648,1," $ 3,181,978.05 "
649,1," $ 2,927,049.47 "
650,1," $ 3,157,984.25 "
651,1," $ 2,494,964.41 "
652,1," $ 242,602.98 "
653,1," $ 358,423.94 "
654,1," $ 577,398.02 "
655,1," $ 889,013.36 "
656,1," $ 545,681.86 "
657,1," $ 600,656.85 "
658,1," $ 862,302.54 "
659,1," $ 1,018,360.26 "
660,1," $ 2,048,842.43 "
661,1," $ 940,962.15 "
662,1," $ 1,642,210.75 "
663,1," $ 1,139,215.90 "
664,1," $ 867,184.78 "
665,1," $ 26,472.14 "
666,1," $ 724,541.79 "
667,1," $ 1,845,367.43 "
668,1," $ 166,641.28 "
669,1," $ 1,772,562.40 "
670,1," $ 1,253,654.30 "
671,1," $ 395,152.49 "
672,1," $ 1,948,462.21 "
673,1," $ 1,327,895.71 "
674,1," $ 16,598.82 "
675,1," $ 1,543,451.27 "
676,1," $ 994,769.19 "
677,1," $ 1,930,505.30 "
678,1," $ 1,667,011.13 "
679,1," $ 878,880.04 "
680,1," $ 1,920,440.62 "
681,1," $ 797,105.09 "
682,1," $ 1,228,994.96 "
683,1," $ 227,464.47 "
684,1," $ 1,842,152.52 "
685,1," $ 1,202,626.71 "
686,1," $ 3,309,982.42 "
687,1," $ 1,533,997.48 "
688,1," $ 1,686,319.81 "
689,1," $ 845,042.64 "
690,1," $ 405,406.56 "
691,1," $ 981,968.46 "
692,1," $ 376,709.05 "
693,1," $ 215,069.50 "
694,1," $ 470,562.35 "
695,1," $ 419,476.93 "
696,1," $ 559,926.22 "
697,1," $ 123,812.21 "
698,1," $ 1,497,476.95 "
699,1," $ 1,352,587.02 "
700,1," $ 1,749,601.78 "
701,1," $ 2,012,073.27 "
702,1," $ 2,072,539.12 "
703,1," $ 1,748,363.88 "
704,1," $ 866,876.40 "
705,1," $ 529,163.34 "
706,1," $ 1,832,188.18 "
707,1," $ 1,918,895.00 "
708,1," $ 401,477.54 "
709,1," $ 238,697.08 "
710,1," $ 574,559.86 "
711,1," $ 1,164,577.44 "
712,1," $ 413,464.06 "
713,1," $ 1,363,580.40 "
714,1," $ 328,637.46 "
715,1," $ 2,583,038.02 "
716,1," $ 240,939.88 "
717,1," $ 1,728,323.69 "
718,1," $ 2,859,365.43 "
719,1," $ 3,077,417.62 "
720,1," $ 1,763,934.31 "
721,1," $ 2,903,986.18 "
722,1," $ 2,012,822.76 "
723,1," $ 221,146.10 "
724,1," $ 2,494,873.99 "
725,1," $ 2,858,247.10 "
726,1," $ 300,566.92 "
727,1," $ 674,815.56 "
728,1," $ 190,411.23 "
729,1," $ 1,866,762.61 "
730,1," $ 1,754,362.27 "
731,1," $ 2,152,276.34 "
732,1," $ 398,140.52 "
733,1," $ 1,420,223.88 "
734,1," $ 2,385,925.40 "
735,1," $ 1,281,095.71 "
736,1," $ 1,724,125.73 "
737,1," $ 1,000,989.08 "
738,1," $ 348,978.80 "
739,1," $ 1,043,985.45 "
740,1," $ 690,029.73 "
741,1," $ 2,530,295.04 "
742,1," $ 590,190.12 "
743,1," $ 2,125,843.20 "
744,1," $ 1,822,437.14 "
745,1," $ 816,483.53 "
746,1," $ 2,431,774.80 "
747,1," $ 92,029.02 "
748,1," $ 2,089,401.35 "
749,1," $ 334,930.94 "
750,1," $ 1,150,905.29 "
751,1," $ 2,327,859.24 "
752,1," $ 3,437,340.57 "
753,1," $ 2,660,596.54 "
754,1," $ 2,469,755.81 "
755,1," $ 1,147,115.55 "
756,1," $ 2,373,551.86 "
757,1," $ 2,025,047.23 "
758,1," $ 527,299.14 "
759,1," $ 180,271.94 "
760,1," $ 758,085.87 "
761,1," $ 284,522.28 "
762,1," $ 186,701.84 "
763,1," $ 330,854.78 "
764,1," $ 359,237.80 "
765,1," $ 1,158,933.78 "
766,1," $ 1,194,068.68 "
767,1," $ 789,787.96 "
768,1," $ 449,356.13 "
769,1," $ 1,253,778.49 "
770,1," $ 201,554.29 "
771,1," $ 643,889.06 "
772,1," $ 447,350.90 "
773,1," $ 388,453.98 "
774,1," $ 1,066,463.19 "
775,1," $ 1,540,525.66 "
776,1," $ 1,669,233.95 "
777,1," $ 132,732.70 "
778,1," $ 1,277,692.92 "
779,1," $ 254,628.82 "
780,1," $ 2,624,524.03 "
781,1," $ 1,633,375.22 "
782,1," $ 1,075,785.36 "
783,1," $ 3,630,974.63 "
784,1," $ 305,619.72 "
785,1," $ 2,319,004.58 "
786,1," $ 583,241.82 "
787,1," $ 591,718.61 "
788,1," $ 2,096,017.25 "
789,1," $ 2,049,794.32 "
790,1," $ 1,639,144.42 "
791,1," $ 795,630.51 "
792,1," $ 1,665,735.93 "
793,1," $ 1,143,912.31 "
794,1," $ 723,250.69 "
795,1," $ 849,090.28 "
796,1," $ 998,061.06 "
797,1," $ 1,908,318.30 "
798,1," $ 758,815.30 "
799,1," $ 527,909.99 "
800,1," $ 2,821.62 "
801,1," $ 783,115.32 "
802,1," $ 1,187,324.24 "
803,1," $ 630,103.41 "
804,1," $ 1,839,496.67 "
805,1," $ 13,242.53 "
806,1," $ 830,042.93 "
807,1," $ 383,136.62 "
808,1," $ 1,268,468.03 "
809,1," $ 1,371,574.34 "
810,1," $ 159,594.24 "
811,1," $ 712,406.57 "
812,1," $ 800,431.74 "
813,1," $ 3,111,072.74 "
814,1," $ 2,385,927.40 "
815,1," $ 902,642.71 "
816,1," $ 1,150,664.24 "
817,1," $ 1,445,095.92 "
818,1," $ 386,900.47 "
819,1," $ 981,722.04 "
820,1," $ 2,656,528.37 "
821,1," $ 2,590,957.20 "
822,1," $ 2,696,246.47 "
823,1," $ 125,443.34 "
824,1," $ 401,538.01 "
825,1," $ 1,071,863.31 "
826,1," $ 372,235.22 "
827,1," $ 419,199.35 "
828,1," $ 1,560,681.16 "
829,1," $ 1,673,136.44 "
830,1," $ 476,190.21 "
831,1," $ 2,092,679.85 "
832,1," $ 743,379.69 "
833,1," $ 850,137.10 "
834,1," $ 198,744.50 "
835,1," $ 30,294.99 "
836,1," $ 32,464.64 "
837,1," $ 796,443.52 "
838,1," $ 985,573.18 "
839,1," $ 1,074,399.96 "
840,1," $ 462,389.41 "
841,1," $ 479,943.68 "
842,1," $ 268,317.94 "
843,1," $ 254,424.96 "
844,1," $ 832,932.18 "
845,1," $ 472,552.56 "
846,1," $ 1,846,269.70 "
847,1," $ 945,737.44 "
848,1," $ 599,535.65 "
849,1," $ 1,036,432.32 "
850,1," $ 1,508,406.24 "
851,1," $ 943,639.85 "
852,1," $ 626,208.19 "
853,1," $ 2,594,960.35 "
854,1," $ 408,879.65 "
855,1," $ 1,830,527.28 "
856,1," $ 1,878,500.45 "
857,1," $ 1,416,780.58 "
858,1," $ 2,846,483.42 "
859,1," $ 934,442.50 "
860,1," $ 1,309,432.48 "
861,1," $ 902,414.02 "
862,1," $ 1,304,327.04 "
863,1," $ 672,939.07 "
864,1," $ 122,471.52 "
865,1," $ 811,602.29 "
866,1," $ 1,474,926.08 "
867,1," $ 3,334.32 "
868,1," $ 456,103.04 "
869,1," $ 183,142.66 "
